 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0001-0004:1,0.038,0.000,0,0,0.000
2,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0002-0004:1,0.093,173.864,0,255,68.182
3,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0003-0010:1,0.270,195.234,0,255,76.562
4,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0004-0010:1,0.224,245.377,0,255,96.226
5,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0005-0014:1,0.097,22.174,0,255,8.696
6,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0006-0016:1,0.232,176.182,0,255,69.091
7,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0007-0015:1,0.068,255.000,255,255,100.000
8,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0008-0018:1,0.135,199.219,0,255,78.125
9,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0009-0021:1,0.173,230.122,0,255,90.244
10,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0010-0023:1,0.161,255.000,255,255,100.000
11,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0011-0025:1,0.194,33.261,0,255,13.043
12,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0012-0024:1,0.089,133.571,0,255,52.381
13,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0013-0025:1,0.042,0.000,0,0,0.000
14,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0014-0027:1,0.258,242.459,0,255,95.082
15,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0015-0027:1,0.173,236.341,0,255,92.683
16,MAX_Multiply-20211213-K14EBS-VAPB-007_SS-NoFil.tif:0001-0016-0027:1,0.080,0.000,0,0,0.000
