 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0001-0006:1,0.194,221.739,0,255,86.957
2,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0002-0010:1,0.731,247.630,0,255,97.110
3,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0003-0005:1,0.106,255.000,255,255,100.000
4,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0004-0008:1,0.131,230.323,0,255,90.323
5,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0005-0010:1,0.059,255.000,255,255,100.000
6,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0006-0012:1,0.258,246.639,0,255,96.721
7,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0007-0015:1,0.372,231.818,0,255,90.909
8,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0008-0015:1,0.135,223.125,0,255,87.500
9,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0009-0016:1,0.148,225.857,0,255,88.571
10,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0010-0016:1,0.173,242.561,0,255,95.122
11,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0011-0014:1,0.017,0.000,0,0,0.000
12,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0012-0015:1,0.076,255.000,255,255,100.000
13,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0013-0018:1,0.190,209.667,0,255,82.222
14,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0014-0020:1,0.139,255.000,255,255,100.000
15,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0015-0022:1,0.123,255.000,255,255,100.000
16,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0016-0024:1,0.177,236.786,0,255,92.857
17,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0017-0025:1,0.152,240.833,0,255,94.444
18,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0018-0025:1,0.021,255.000,255,255,100.000
19,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0019-0027:1,0.106,234.600,0,255,92.000
20,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0020-0029:1,0.135,247.031,0,255,96.875
21,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0021-0029:1,0.046,255.000,255,255,100.000
22,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0022-0028:1,0.017,255.000,255,255,100.000
23,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0023-0031:1,0.051,0.000,0,0,0.000
24,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0024-0031:1,0.072,255.000,255,255,100.000
25,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0025-0038:1,0.249,242.034,0,255,94.915
26,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0026-0041:1,0.515,232.008,0,255,90.984
27,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0027-0041:1,0.325,255.000,255,255,100.000
28,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0028-0040:1,0.173,255.000,255,255,100.000
29,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0029-0040:1,0.063,255.000,255,255,100.000
30,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0030-0042:1,0.169,229.500,0,255,90.000
31,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0031-0041:1,0.080,255.000,255,255,100.000
32,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0032-0042:1,0.114,9.444,0,255,3.704
33,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0033-0042:1,0.025,255.000,255,255,100.000
34,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0034-0045:1,0.156,124.054,0,255,48.649
35,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0035-0045:1,0.093,255.000,255,255,100.000
36,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0036-0046:1,0.127,85.000,0,255,33.333
37,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0037-0046:1,0.042,0.000,0,0,0.000
38,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0038-0048:1,0.182,71.163,0,255,27.907
39,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0039-0050:1,0.169,210.375,0,255,82.500
40,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0040-0053:1,0.232,106.636,0,255,41.818
41,MAX_Multiply-20211213-K14EBS-VAPB-010_SS-NoFil.tif:0001-0041-0052:1,0.059,0.000,0,0,0.000
