 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0001-0012:1,0.038,0.000,0,0,0.000
2,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0002-0014:1,0.156,151.622,0,255,59.459
3,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0003-0019:1,0.228,108.611,0,255,42.593
4,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0004-0021:1,0.076,0.000,0,0,0.000
5,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0005-0027:1,0.144,255.000,255,255,100.000
6,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0006-0026:1,0.068,79.688,0,255,31.250
7,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0007-0031:1,0.127,238.000,0,255,93.333
8,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0008-0034:1,0.114,255.000,255,255,100.000
9,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0009-0040:1,0.118,245.893,0,255,96.429
10,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0010-0041:1,0.249,164.237,0,255,64.407
11,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0011-0045:1,0.296,229.500,0,255,90.000
12,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0012-0044:1,0.127,42.500,0,255,16.667
13,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0013-0044:1,0.063,255.000,255,255,100.000
14,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0014-0049:1,0.161,154.342,0,255,60.526
15,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0015-0049:1,0.085,255.000,255,255,100.000
16,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0016-0050:1,0.173,242.561,0,255,95.122
17,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0017-0057:1,0.148,255.000,255,255,100.000
18,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0018-0055:1,0.021,0.000,0,0,0.000
19,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0019-0057:1,0.114,170.000,0,255,66.667
20,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0020-0064:1,0.063,255.000,255,255,100.000
21,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0021-0064:1,0.025,255.000,255,255,100.000
22,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0022-0072:1,0.439,255.000,255,255,100.000
23,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0023-0072:1,0.279,208.636,0,255,81.818
24,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0024-0072:1,0.068,79.688,0,255,31.250
25,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0025-0076:1,0.190,243.667,0,255,95.556
26,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0026-0079:1,0.148,255.000,255,255,100.000
27,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0027-0079:1,0.034,95.625,0,255,37.500
28,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0028-0083:1,0.127,204.000,0,255,80.000
29,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0029-0086:1,0.089,255.000,255,255,100.000
30,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0030-0087:1,0.182,5.930,0,255,2.326
31,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0031-0090:1,0.038,255.000,255,255,100.000
32,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0032-0096:1,0.169,255.000,255,255,100.000
33,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0033-0099:1,0.241,85.000,0,255,33.333
34,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0034-0103:1,0.177,194.286,0,255,76.190
35,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0035-0105:1,0.203,143.438,0,255,56.250
36,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0036-0106:1,0.076,255.000,255,255,100.000
37,MAX_Multiply-20211213-K14EBS-VAPB-004_SS-NoFil.tif:0001-0037-0108:1,0.025,0.000,0,0,0.000
