 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0001-0007:1,0.123,149.483,0,255,58.621
2,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0002-0006:1,0.097,255.000,255,255,100.000
3,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0003-0008:1,0.097,0.000,0,0,0.000
4,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0004-0015:1,0.051,42.500,0,255,16.667
5,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0005-0016:1,0.123,0.000,0,0,0.000
6,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0006-0020:1,0.325,16.558,0,255,6.494
7,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0007-0026:1,0.114,0.000,0,0,0.000
8,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0008-0030:1,0.038,0.000,0,0,0.000
9,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0009-0033:1,0.139,0.000,0,0,0.000
10,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0010-0039:1,0.169,51.000,0,255,20.000
11,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0011-0038:1,0.076,255.000,255,255,100.000
12,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0012-0039:1,0.072,135.000,0,255,52.941
13,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0013-0039:1,0.034,0.000,0,0,0.000
14,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0014-0046:1,0.139,208.636,0,255,81.818
15,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0015-0045:1,0.097,210.652,0,255,82.609
16,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0016-0060:1,0.080,201.316,0,255,78.947
17,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0017-0062:1,0.097,0.000,0,0,0.000
18,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0018-0064:1,0.135,31.875,0,255,12.500
19,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0019-0069:1,0.101,255.000,255,255,100.000
20,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0020-0069:1,0.101,148.750,0,255,58.333
21,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0021-0075:1,0.308,125.753,0,255,49.315
22,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0022-0072:1,0.030,36.429,0,255,14.286
23,MAX_Multiply-20211213-K14EBS-VAPB-009_SS-NoFil.tif:0001-0023-0078:1,0.123,123.103,0,255,48.276
