 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0001-0005:1,0.030,109.286,0,255,42.857
2,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0002-0009:1,0.089,242.857,0,255,95.238
3,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0003-0009:1,0.139,224.091,0,255,87.879
4,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0004-0010:1,0.089,0.000,0,0,0.000
5,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0005-0011:1,0.101,170.000,0,255,66.667
6,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0006-0010:1,0.017,0.000,0,0,0.000
7,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0007-0016:1,0.059,54.643,0,255,21.429
8,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0008-0018:1,0.177,60.714,0,255,23.810
9,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0009-0022:1,0.080,0.000,0,0,0.000
10,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0010-0023:1,0.152,141.667,0,255,55.556
11,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0011-0022:1,0.025,170.000,0,255,66.667
12,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0012-0026:1,0.063,204.000,0,255,80.000
13,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0013-0028:1,0.152,14.167,0,255,5.556
14,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0014-0027:1,0.080,214.737,0,255,84.211
15,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0015-0031:1,0.207,124.898,0,255,48.980
16,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0016-0032:1,0.114,18.889,0,255,7.407
17,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0017-0033:1,0.110,0.000,0,0,0.000
18,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0018-0041:1,0.068,0.000,0,0,0.000
19,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0019-0048:1,0.080,255.000,255,255,100.000
20,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0020-0061:1,0.017,0.000,0,0,0.000
21,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0021-0062:1,0.059,0.000,0,0,0.000
22,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0022-0062:1,0.051,42.500,0,255,16.667
23,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0023-0062:1,0.097,22.174,0,255,8.696
24,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0024-0063:1,0.127,204.000,0,255,80.000
25,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0025-0063:1,0.114,160.556,0,255,62.963
26,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0026-0067:1,0.106,71.400,0,255,28.000
27,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0027-0067:1,0.139,162.273,0,255,63.636
28,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0028-0067:1,0.051,21.250,0,255,8.333
29,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0029-0075:1,0.101,0.000,0,0,0.000
30,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0030-0076:1,0.169,229.500,0,255,90.000
31,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0031-0077:1,0.038,0.000,0,0,0.000
32,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0032-0082:1,0.101,0.000,0,0,0.000
33,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0033-0088:1,0.072,0.000,0,0,0.000
34,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0034-0092:1,0.152,177.083,0,255,69.444
35,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0035-0093:1,0.110,78.462,0,255,30.769
36,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0036-0092:1,0.025,0.000,0,0,0.000
37,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0037-0095:1,0.106,193.800,0,255,76.000
38,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0038-0097:1,0.076,0.000,0,0,0.000
39,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0039-0100:1,0.076,0.000,0,0,0.000
40,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0040-0104:1,0.127,221.000,0,255,86.667
41,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0041-0107:1,0.080,255.000,255,255,100.000
42,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0042-0109:1,0.110,19.615,0,255,7.692
43,MAX_Multiply-20220110-K14EBS-VAPB-007_SS.tif:0001-0043-0112:1,0.114,217.222,0,255,85.185
