 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0001-0005:1,0.038,0.000,0,0,0.000
2,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0002-0007:1,0.089,60.714,0,255,23.810
3,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0003-0016:1,0.085,0.000,0,0,0.000
4,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0004-0017:1,0.097,0.000,0,0,0.000
5,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0005-0026:1,0.161,228.158,0,255,89.474
6,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0006-0027:1,0.131,222.097,0,255,87.097
7,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0007-0027:1,0.025,0.000,0,0,0.000
8,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0008-0032:1,0.097,255.000,255,255,100.000
9,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0009-0035:1,0.093,185.455,0,255,72.727
10,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0010-0036:1,0.161,255.000,255,255,100.000
11,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0011-0039:1,0.046,0.000,0,0,0.000
12,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0012-0042:1,0.093,127.500,0,255,50.000
13,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0013-0042:1,0.182,35.581,0,255,13.953
14,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0014-0047:1,0.279,235.682,0,255,92.424
15,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0015-0049:1,0.397,127.500,0,255,50.000
16,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0016-0047:1,0.135,23.906,0,255,9.375
17,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0017-0047:1,0.080,0.000,0,0,0.000
18,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0018-0052:1,0.283,49.478,0,255,19.403
19,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0019-0049:1,0.097,33.261,0,255,13.043
20,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0020-0053:1,0.156,186.081,0,255,72.973
21,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0021-0052:1,0.161,174.474,0,255,68.421
22,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0022-0052:1,0.038,0.000,0,0,0.000
23,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0023-0056:1,0.093,0.000,0,0,0.000
24,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0024-0057:1,0.093,231.818,0,255,90.909
25,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0025-0060:1,0.118,18.214,0,255,7.143
26,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0026-0060:1,0.038,141.667,0,255,55.556
27,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0027-0062:1,0.228,66.111,0,255,25.926
28,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0028-0064:1,0.182,237.209,0,255,93.023
29,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0029-0065:1,0.215,210.000,0,255,82.353
30,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0030-0065:1,0.232,115.909,0,255,45.455
31,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0031-0065:1,0.101,191.250,0,255,75.000
32,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0032-0065:1,0.156,255.000,255,255,100.000
33,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0033-0067:1,0.220,240.288,0,255,94.231
34,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0034-0068:1,0.300,154.437,0,255,60.563
35,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0035-0068:1,0.283,156.045,0,255,61.194
36,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0036-0067:1,0.055,156.923,0,255,61.538
37,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0037-0072:1,0.346,189.695,0,255,74.390
38,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0038-0072:1,0.363,204.593,0,255,80.233
39,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0039-0072:1,0.042,255.000,255,255,100.000
40,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0040-0076:1,0.207,114.490,0,255,44.898
41,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0041-0078:1,0.393,238.548,0,255,93.548
42,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0042-0078:1,0.097,0.000,0,0,0.000
43,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0043-0080:1,0.215,200.000,0,255,78.431
44,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0044-0082:1,0.097,0.000,0,0,0.000
45,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0045-0082:1,0.059,218.571,0,255,85.714
46,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0046-0083:1,0.106,204.000,0,255,80.000
47,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0047-0084:1,0.148,0.000,0,0,0.000
48,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0048-0085:1,0.275,168.692,0,255,66.154
49,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0049-0086:1,0.313,220.541,0,255,86.486
50,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0050-0087:1,0.241,165.526,0,255,64.912
51,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0051-0091:1,0.397,225.160,0,255,88.298
52,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0052-0088:1,0.118,163.929,0,255,64.286
53,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0053-0090:1,0.220,240.288,0,255,94.231
54,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0054-0089:1,0.123,167.069,0,255,65.517
55,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0055-0090:1,0.152,170.000,0,255,66.667
56,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0056-0094:1,0.182,225.349,0,255,88.372
57,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0057-0097:1,0.258,142.131,0,255,55.738
58,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0058-0095:1,0.135,231.094,0,255,90.625
59,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0059-0097:1,0.177,24.286,0,255,9.524
60,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0060-0098:1,0.237,145.714,0,255,57.143
61,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0061-0098:1,0.055,0.000,0,0,0.000
62,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0062-0099:1,0.123,255.000,255,255,100.000
63,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0063-0099:1,0.097,0.000,0,0,0.000
64,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0064-0101:1,0.224,4.811,0,255,1.887
65,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0065-0101:1,0.097,199.565,0,255,78.261
66,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0066-0101:1,0.080,26.842,0,255,10.526
67,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0067-0101:1,0.093,255.000,255,255,100.000
68,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0068-0102:1,0.059,72.857,0,255,28.571
69,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0069-0103:1,0.118,227.679,0,255,89.286
70,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0070-0104:1,0.215,185.000,0,255,72.549
71,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0071-0106:1,0.063,204.000,0,255,80.000
72,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0072-0107:1,0.194,188.478,0,255,73.913
73,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0073-0106:1,0.030,218.571,0,255,85.714
74,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0074-0110:1,0.055,0.000,0,0,0.000
75,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0075-0113:1,0.215,200.000,0,255,78.431
76,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0076-0110:1,0.093,150.682,0,255,59.091
77,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0077-0112:1,0.097,0.000,0,0,0.000
78,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0078-0117:1,0.300,222.676,0,255,87.324
79,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0079-0115:1,0.135,0.000,0,0,0.000
80,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0080-0116:1,0.165,189.615,0,255,74.359
81,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0081-0118:1,0.173,136.829,0,255,53.659
82,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0082-0115:1,0.085,191.250,0,255,75.000
83,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0083-0117:1,0.131,205.645,0,255,80.645
84,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0084-0118:1,0.114,160.556,0,255,62.963
85,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0085-0119:1,0.173,199.024,0,255,78.049
86,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0086-0118:1,0.097,255.000,255,255,100.000
87,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0087-0124:1,0.156,234.324,0,255,91.892
88,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0088-0126:1,0.228,236.111,0,255,92.593
89,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0089-0126:1,0.127,255.000,255,255,100.000
90,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0090-0128:1,0.131,213.871,0,255,83.871
91,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0091-0128:1,0.101,212.500,0,255,83.333
92,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0092-0130:1,0.144,217.500,0,255,85.294
93,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0093-0132:1,0.376,146.124,0,255,57.303
94,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0094-0131:1,0.156,27.568,0,255,10.811
95,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0095-0130:1,0.110,9.808,0,255,3.846
96,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0096-0133:1,0.207,244.592,0,255,95.918
97,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0097-0136:1,0.266,206.429,0,255,80.952
98,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0098-0137:1,0.190,232.333,0,255,91.111
99,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0099-0138:1,0.118,200.357,0,255,78.571
100,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0100-0138:1,0.139,216.364,0,255,84.848
101,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0101-0141:1,0.321,211.382,0,255,82.895
102,MAX_Multiply-20211208-K14-EBS-VAPB-well2-014_SS-NoFil.tif:0001-0102-0139:1,0.089,0.000,0,0,0.000
