 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0001-0003:1,0.046,0.000,0,0,0.000
2,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0002-0005:1,0.114,0.000,0,0,0.000
3,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0003-0006:1,0.097,232.826,0,255,91.304
4,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0004-0012:1,0.093,0.000,0,0,0.000
5,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0005-0016:1,0.059,0.000,0,0,0.000
6,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0006-0017:1,0.207,249.796,0,255,97.959
7,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0007-0018:1,0.038,255.000,255,255,100.000
8,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0008-0024:1,0.131,0.000,0,0,0.000
9,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0009-0025:1,0.118,182.143,0,255,71.429
10,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0010-0026:1,0.131,0.000,0,0,0.000
11,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0011-0028:1,0.017,0.000,0,0,0.000
12,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0012-0032:1,0.093,0.000,0,0,0.000
13,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0013-0034:1,0.114,255.000,255,255,100.000
14,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0014-0037:1,0.156,82.703,0,255,32.432
15,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0015-0038:1,0.072,255.000,255,255,100.000
16,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0016-0043:1,0.055,137.308,0,255,53.846
17,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0017-0045:1,0.114,207.778,0,255,81.481
18,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0018-0049:1,0.114,226.667,0,255,88.889
19,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0019-0058:1,0.182,237.209,0,255,93.023
20,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0020-0063:1,0.097,133.043,0,255,52.174
21,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0021-0062:1,0.034,63.750,0,255,25.000
22,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0022-0072:1,0.106,61.200,0,255,24.000
23,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0023-0072:1,0.093,231.818,0,255,90.909
24,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0024-0075:1,0.220,4.904,0,255,1.923
25,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0025-0073:1,0.030,0.000,0,0,0.000
26,MAX_Multiply-20211208-K14-EBS-VAPB-well1-001_SS-NoFil.tif:0001-0026-0074:1,0.034,159.375,0,255,62.500
