 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0001-0032:1,0.127,0.000,0,0,0.000
2,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0002-0040:1,0.249,155.593,0,255,61.017
3,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0003-0036:1,0.030,0.000,0,0,0.000
4,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0004-0045:1,0.203,138.125,0,255,54.167
5,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0005-0044:1,0.114,151.111,0,255,59.259
6,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0006-0044:1,0.046,0.000,0,0,0.000
7,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0007-0050:1,0.308,20.959,0,255,8.219
8,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0008-0049:1,0.186,202.841,0,255,79.545
9,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0009-0050:1,0.152,134.583,0,255,52.778
10,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0010-0051:1,0.169,12.750,0,255,5.000
11,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0011-0056:1,0.063,204.000,0,255,80.000
12,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0012-0057:1,0.106,51.000,0,255,20.000
13,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0013-0058:1,0.165,156.923,0,255,61.538
14,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0014-0059:1,0.038,0.000,0,0,0.000
15,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0015-0063:1,0.207,182.143,0,255,71.429
16,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0016-0063:1,0.093,69.545,0,255,27.273
17,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0017-0071:1,0.186,191.250,0,255,75.000
18,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0018-0073:1,0.220,107.885,0,255,42.308
19,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0019-0072:1,0.169,210.375,0,255,82.500
20,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0020-0071:1,0.017,63.750,0,255,25.000
21,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0021-0076:1,0.076,0.000,0,0,0.000
22,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0022-0080:1,0.165,130.769,0,255,51.282
23,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0023-0082:1,0.030,218.571,0,255,85.714
24,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0024-0083:1,0.097,0.000,0,0,0.000
25,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0025-0084:1,0.148,255.000,255,255,100.000
26,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0026-0092:1,0.393,38.387,0,255,15.054
27,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0027-0088:1,0.101,31.875,0,255,12.500
28,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0028-0088:1,0.165,130.769,0,255,51.282
29,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0029-0090:1,0.118,209.464,0,255,82.143
30,MAX_Multiply-20211208-K14-EBS-VAPB-well2-011_SS-NoFil.tif:0001-0030-0092:1,0.127,221.000,0,255,86.667
